"Height","Weight","Music","Slow.songs.or.fast.songs","Dance","Folk","Country","Classical.music","Musical","Pop","Rock","Metal.or.Hardrock","Punk","Hiphop..Rap","Reggae..Ska","Swing..Jazz","Rock.n.roll","Alternative","Latino","Techno..Trance","Opera","Movies","Horror","Thriller","Comedy","Romantic","Sci.fi","War","Fantasy.Fairy.tales","Animated","Documentary","Western","Cars","Passive.sport","Active.sport","Gardening","Shopping","Science.and.technology","Theatre","Fun.with.friends","Flying","Storm","Darkness","Heights","Spiders","Snakes","Rats","Ageing","Dangerous.dogs","Fear.of.public.speaking","Age","Number.of.siblings"
157,57,5,3,5,5,1,5,4,5,3,2,2,3,3,4,4,2,5,3,3,5,3,5,5,4,1,1,5,5,4,1,2,3,1,1,5,3,3,5,3,4,5,1,1,1,3,2,4,5,20,0
165,57,5,3,4,2,2,3,3,4,3,1,2,3,3,3,3,3,4,4,3,5,1,2,5,4,3,3,4,4,3,2,2,3,4,1,4,3,4,5,1,1,1,3,2,3,1,3,1,2,18,2
180,67,5,3,5,2,1,2,1,1,3,1,1,2,3,3,4,2,2,3,1,5,4,4,4,5,2,5,1,5,4,3,3,5,5,1,3,4,1,5,1,1,1,2,1,1,1,3,3,4,19,3
171,60,5,3,2,1,2,4,2,2,5,5,5,2,5,3,3,5,2,1,3,5,3,4,3,3,3,3,4,5,4,1,1,5,1,1,3,1,4,5,1,2,3,2,2,1,1,3,2,5,19,4
170,65,3,4,3,3,3,3,3,3,5,1,3,3,3,3,3,3,3,1,3,4,3,4,5,3,2,2,2,3,3,2,3,2,5,3,4,3,4,5,4,2,2,3,1,1,1,3,3,2,28,2
183,72,5,4,3,1,1,2,2,4,4,4,4,5,5,3,4,3,3,1,1,5,5,4,5,3,4,4,5,5,3,2,4,5,5,3,1,5,3,5,1,1,1,2,1,2,2,4,3,2,21,1
172,69,4,5,3,1,3,2,3,4,4,1,2,2,4,4,4,4,4,2,1,4,5,4,3,2,4,4,1,1,4,4,2,4,5,2,3,3,4,3,1,1,1,2,3,3,3,2,3,3,23,1
185,85,5,4,3,1,1,5,3,5,5,1,2,5,1,3,5,1,1,3,2,5,2,5,5,2,5,3,4,4,5,1,5,5,5,1,1,5,1,5,1,2,1,3,1,3,1,1,4,3,20,2
180,68,5,2,1,2,2,2,1,3,5,3,2,1,1,2,3,4,3,1,2,4,1,2,3,2,2,3,4,4,4,2,2,5,1,1,2,2,1,4,1,1,2,2,1,1,1,3,1,3,20,1
172,50,5,3,3,5,2,3,3,5,2,1,1,1,1,1,1,4,3,1,1,4,1,1,5,3,3,1,3,1,5,1,1,1,1,1,2,4,3,3,1,2,3,3,3,1,2,2,4,2,28,2
189,68,5,4,2,5,4,5,2,2,5,4,3,1,2,3,5,5,2,1,1,5,2,1,4,4,3,4,5,5,5,2,3,5,3,2,2,4,1,5,1,1,1,3,2,5,1,1,1,2,22,1
170,65,5,3,4,2,1,3,3,4,4,2,1,2,4,5,3,3,4,4,2,5,4,3,5,4,2,2,5,5,5,1,1,5,3,2,5,3,5,5,4,1,1,2,2,2,1,4,1,1,19,0
184,82,5,3,3,1,2,2,2,3,5,2,3,2,2,3,5,5,3,3,2,5,3,3,4,3,3,3,3,3,3,1,3,5,5,1,3,4,4,5,1,1,1,2,1,1,1,2,2,1,21,3
170,58,5,3,3,3,1,3,3,4,3,1,1,4,4,4,3,3,4,2,2,5,1,4,5,5,5,1,5,5,5,5,1,3,1,1,4,4,4,3,3,2,2,4,5,5,5,3,5,4,21,1
175,60,5,1,3,3,4,4,4,5,5,3,4,4,3,4,5,1,4,4,1,5,4,4,5,5,5,5,5,5,3,2,5,4,4,3,5,5,2,5,1,1,3,1,1,3,1,1,1,1,17,2
168,57,5,5,2,1,1,1,2,4,2,2,1,5,3,1,1,1,3,5,1,5,5,5,5,3,1,3,3,3,2,1,5,5,5,1,5,1,2,5,1,2,5,1,5,3,3,5,1,1,19,1
190,82,5,3,3,2,1,4,3,3,4,1,3,3,3,1,3,5,1,2,3,5,2,4,3,4,1,4,2,4,4,2,4,5,4,1,3,5,5,5,3,1,3,2,2,3,1,5,3,3,25,3
170,52,5,3,3,2,1,3,3,4,4,4,4,4,2,1,3,3,3,3,2,5,3,4,5,4,4,3,5,5,2,1,2,3,1,2,4,2,2,5,4,3,3,3,5,5,5,2,5,2,20,1
194,85,5,3,3,2,2,5,1,4,5,4,1,1,1,1,3,4,1,1,4,5,2,5,2,1,5,5,2,1,5,4,3,3,4,2,5,5,4,3,1,2,2,4,4,5,5,4,4,1,26,2
182,78,5,3,3,5,1,5,5,5,5,1,2,4,4,2,5,3,3,3,5,5,3,5,4,4,5,5,5,5,5,1,5,5,3,3,4,5,5,5,3,3,3,3,3,5,2,4,3,3,21,0
175,53,5,4,3,2,2,2,3,3,2,2,2,4,3,2,2,2,3,1,1,5,3,3,5,5,3,2,5,5,3,2,2,2,1,2,5,3,2,5,1,2,1,1,3,4,3,1,2,2,20,2
182,92,5,3,5,2,1,2,2,4,4,3,5,5,5,4,3,5,4,2,2,5,3,3,4,4,4,4,4,4,4,3,4,4,5,2,4,4,4,5,2,2,4,5,4,4,4,2,3,4,29,1
186,80,5,4,4,1,1,4,2,4,4,4,3,3,2,5,4,4,4,4,2,5,1,1,5,3,3,3,4,4,4,2,5,2,1,1,3,3,4,4,4,3,2,4,4,5,3,1,4,1,25,1
175,75,5,4,2,3,1,4,5,2,5,4,3,2,2,2,4,5,3,1,3,5,1,4,1,2,4,4,4,4,4,1,2,1,3,3,4,5,4,5,1,1,1,4,1,1,2,4,5,3,21,2
176,70,5,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,1,3,1,5,5,5,5,3,5,5,5,5,4,5,5,3,3,1,5,5,5,5,5,3,1,3,3,3,3,3,5,3,20,3
178,77,5,3,3,2,2,5,5,4,5,3,3,2,5,5,5,4,5,1,5,5,5,5,5,3,5,5,3,5,3,2,5,5,5,3,3,5,5,5,1,1,1,1,1,2,1,2,5,1,27,3
203,80,5,4,1,4,2,5,3,1,4,5,2,2,2,1,4,3,1,1,5,5,3,5,5,2,2,4,4,4,5,3,1,5,5,2,1,2,5,5,1,1,2,3,1,1,1,1,4,1,21,2
170,52,4,3,1,3,3,3,1,2,5,1,2,1,2,1,4,4,1,1,1,4,1,1,4,4,2,3,3,3,3,2,2,3,2,2,3,2,2,4,3,2,3,4,1,5,2,1,3,3,20,1
166,51,5,4,5,1,2,2,3,5,3,1,1,5,3,3,1,2,4,4,2,4,2,2,5,2,1,3,5,5,4,1,1,2,1,3,4,3,1,3,3,3,5,2,2,5,5,5,1,1,20,1
163,49,5,3,2,5,4,3,3,3,5,2,2,1,3,3,5,4,2,1,2,5,1,3,4,3,5,3,5,5,4,2,1,4,2,2,4,3,1,4,1,1,4,3,5,4,4,1,4,4,17,3
174,66,5,4,3,3,3,2,2,4,2,1,1,1,1,1,1,1,2,1,2,3,1,2,5,4,3,4,5,5,4,1,1,5,3,3,3,2,1,5,4,3,5,4,5,4,3,2,5,4,16,1
174,50,5,3,2,3,1,3,3,2,4,2,1,1,4,5,3,5,5,2,2,5,2,4,5,5,1,5,4,4,4,1,2,5,4,2,5,3,5,5,2,2,1,2,5,5,5,3,3,1,19,3
170,53,3,3,4,4,2,2,2,3,2,1,1,3,1,1,1,3,2,3,2,4,2,2,5,5,3,2,4,3,2,3,3,4,3,1,5,2,3,5,1,4,4,3,5,4,4,5,4,3,18,1
178,65,4,3,3,4,2,3,4,3,3,2,2,3,1,2,3,2,3,3,1,4,1,2,4,4,2,3,3,2,4,2,5,4,5,2,3,4,2,4,3,2,2,3,2,3,2,2,3,3,19,0
167,63,5,5,5,3,1,1,2,5,1,1,2,4,5,3,1,2,4,2,1,4,2,4,5,5,1,2,4,2,4,2,1,3,2,2,5,1,1,5,1,4,4,5,1,5,1,3,5,5,21,1
168,50,5,3,3,1,1,3,3,4,1,1,1,4,1,1,3,1,1,2,1,5,3,2,4,4,2,2,3,1,2,1,1,4,4,1,5,1,1,5,2,1,1,2,5,5,5,4,5,4,16,0
170,55,5,3,2,3,3,2,3,4,4,2,2,2,4,4,4,3,3,1,2,5,3,4,5,5,5,2,3,3,4,3,1,3,1,1,5,3,4,5,1,3,5,5,5,5,4,5,4,5,20,2
174,66,5,2,3,1,2,2,4,4,2,1,1,1,2,2,3,2,5,2,2,3,1,2,5,4,2,2,5,5,3,1,2,2,3,1,4,2,5,5,2,2,2,3,5,5,5,2,3,2,19,2
173,55,5,3,5,2,2,1,2,2,4,2,1,5,3,1,2,1,1,1,1,5,4,5,5,5,2,1,3,3,1,1,2,3,2,1,3,1,3,5,1,3,3,2,1,5,3,5,4,3,20,1
174,57,5,5,4,3,3,4,3,4,3,4,4,4,4,3,4,3,4,2,3,3,1,2,5,5,4,3,5,5,5,4,5,1,5,5,2,2,3,5,4,5,5,5,1,5,5,5,5,4,16,2
185,86,5,3,4,3,3,4,2,4,4,1,3,5,3,4,4,2,4,4,3,4,3,4,5,2,5,5,4,4,4,3,2,5,5,3,2,3,4,4,3,1,2,2,2,1,1,3,2,3,20,1
170,70,5,5,5,3,2,2,2,4,3,3,3,5,1,2,2,2,3,1,1,5,4,4,5,3,3,4,2,2,3,3,5,5,5,2,3,2,3,5,3,3,1,1,1,3,1,1,3,3,18,0
190,85,5,4,4,1,3,3,1,4,5,2,3,5,3,1,3,3,1,2,1,5,4,4,5,3,3,5,4,3,3,3,4,5,5,1,5,4,2,4,1,2,1,4,4,4,4,4,1,1,20,1
180,75,5,5,5,1,1,1,1,1,5,1,5,3,3,1,2,1,1,2,1,5,1,5,5,3,5,5,5,5,5,1,4,3,5,1,3,5,1,5,1,1,1,1,5,5,5,1,2,1,20,2
165,49,5,3,5,2,2,2,3,4,2,1,2,2,2,2,2,2,2,3,3,5,3,5,5,5,5,3,5,5,3,2,5,5,5,5,5,2,3,5,1,1,3,3,5,4,4,3,3,4,16,2
175,76,5,3,3,2,2,2,3,2,2,1,1,4,3,1,2,1,3,2,1,5,1,2,5,5,2,4,3,3,2,3,1,5,1,3,1,2,5,4,2,1,2,4,3,5,2,1,2,5,19,1
189,97,5,4,4,2,2,1,1,3,3,2,2,3,4,2,3,2,2,2,1,4,4,3,5,3,2,3,3,3,4,1,4,4,4,1,3,2,2,4,2,2,2,3,1,3,2,4,4,2,19,1
172,64,5,4,5,2,1,2,1,5,3,1,1,3,1,1,1,3,3,3,1,5,2,3,5,5,1,1,2,4,5,1,2,5,2,2,5,1,1,5,2,5,3,3,3,5,4,4,5,3,23,1
165,48,5,3,4,4,2,3,2,3,3,2,2,2,3,1,2,3,3,2,1,5,2,2,5,5,4,3,4,4,4,2,2,5,5,3,4,2,3,5,4,2,3,1,2,3,2,1,3,2,20,1
189,88,5,3,3,1,1,2,1,3,3,1,2,2,1,1,3,2,2,1,1,5,4,2,5,3,1,5,3,3,3,1,5,5,5,1,5,4,3,4,1,1,1,4,1,5,4,5,4,1,23,4
170,75,3,5,4,2,1,2,3,4,1,3,2,5,3,2,1,1,3,4,1,4,5,2,3,4,5,2,1,1,1,1,5,3,5,1,3,1,2,5,2,3,4,4,3,1,1,1,5,4,19,2
171,56,5,3,3,1,1,4,3,3,3,3,1,2,2,1,2,1,1,1,2,4,1,3,5,4,1,1,3,2,3,1,2,5,5,4,5,5,4,5,1,1,1,2,2,1,1,3,2,3,22,3
183,75,4,3,3,1,1,1,1,2,4,3,3,3,1,1,3,4,1,4,1,5,1,3,5,3,3,4,3,3,5,1,2,5,5,1,5,3,1,5,1,1,1,3,5,5,5,1,1,3,17,3
178,58,5,5,5,3,1,1,3,3,3,1,1,3,2,1,1,2,2,5,1,5,1,3,5,5,1,1,5,5,3,1,4,5,5,3,4,4,2,5,1,1,1,1,1,1,1,1,1,2,20,1
169,65,5,4,3,4,3,4,4,2,4,2,3,2,2,3,3,4,5,2,2,4,2,2,5,3,3,3,5,4,4,3,3,3,5,3,2,5,5,5,2,2,2,2,2,3,3,4,4,2,21,1
178,78,5,3,3,2,4,3,5,3,3,1,2,5,5,2,2,2,2,3,2,5,3,5,5,5,5,5,4,5,5,5,5,5,5,1,3,5,5,5,1,1,1,2,4,1,1,1,1,2,21,3
160,43,5,4,4,2,1,2,5,3,3,1,1,1,1,1,1,1,2,2,1,5,4,4,4,5,4,2,2,3,2,1,2,3,3,1,5,2,3,5,3,3,4,3,5,5,5,2,5,2,19,1
175,75,5,3,3,2,3,2,4,5,2,1,1,4,3,2,4,3,4,1,2,5,3,3,5,5,5,2,5,5,2,2,1,5,1,2,4,5,4,4,3,3,1,1,4,5,2,4,5,4,20,0
195,95,5,3,4,3,2,5,2,5,5,4,3,3,2,5,5,3,2,5,1,5,3,5,5,3,5,2,4,5,4,1,5,5,5,1,2,4,2,5,4,2,2,4,2,4,1,2,3,4,19,0
171,65,5,3,1,1,1,1,1,1,1,1,1,5,3,2,2,2,1,3,1,5,2,3,5,1,5,3,5,5,4,1,3,1,5,1,2,3,3,3,1,1,1,1,1,2,1,1,1,1,21,0
164,55,5,4,2,2,1,1,4,3,4,3,4,4,5,3,2,5,2,5,1,4,2,4,5,2,1,1,4,4,3,1,2,5,4,2,5,3,4,5,2,2,3,3,5,5,3,4,5,4,22,1
172,70,3,3,4,3,1,3,3,2,3,2,1,4,4,4,3,3,3,4,2,5,4,3,3,2,4,4,3,2,4,2,1,5,2,1,2,3,2,5,2,2,2,2,4,4,2,3,3,2,22,3
190,80,5,4,2,1,1,3,4,5,4,1,1,5,3,4,4,2,3,1,1,5,4,5,5,3,5,2,2,2,3,1,3,4,3,2,1,5,3,4,2,1,4,2,1,1,1,1,2,2,22,1
178,65,5,3,4,3,3,2,2,5,3,1,1,2,3,3,3,1,4,4,2,4,1,4,5,5,3,3,5,5,4,1,1,3,1,2,2,3,2,3,3,1,1,3,3,3,3,3,3,4,28,1
185,80,5,3,3,3,3,3,2,3,4,3,1,3,2,4,4,3,4,4,2,4,1,4,5,5,4,5,4,4,3,1,1,2,5,1,3,3,1,5,5,4,3,3,3,5,3,4,5,3,21,1
189,85,5,5,5,3,4,4,3,2,3,4,2,1,3,2,1,5,3,5,1,5,1,5,2,3,5,4,5,5,5,2,1,1,5,1,5,5,2,5,1,3,1,5,3,1,1,3,5,2,21,2
165,65,5,3,2,1,1,1,1,2,4,4,5,3,4,1,3,2,1,2,1,4,5,3,3,3,4,5,2,2,2,3,3,2,5,2,3,2,2,5,2,3,3,1,3,3,1,1,2,2,17,3
170,52,5,3,4,1,1,2,5,2,1,1,1,4,1,1,2,1,5,1,2,5,3,3,5,5,2,2,5,5,3,1,2,2,5,4,5,1,5,5,1,2,2,1,5,5,4,2,5,3,21,1
173,66,5,4,1,1,1,3,4,1,5,5,5,1,2,1,5,3,2,2,2,5,3,4,5,4,3,5,5,4,5,1,3,3,5,2,4,4,5,5,1,5,3,1,5,1,1,2,1,1,17,1
182,88,5,3,3,2,3,3,4,3,5,4,3,1,4,4,5,3,4,1,2,5,4,4,4,2,5,4,4,2,3,2,3,2,4,2,2,5,3,5,2,2,1,2,1,1,1,3,4,2,28,1
160,55,4,3,3,3,2,1,5,4,1,1,1,4,2,4,2,2,5,1,2,3,1,1,5,2,4,2,3,4,5,2,4,3,5,1,4,4,5,3,5,1,5,1,1,4,2,3,3,3,20,1
170,65,5,3,3,3,1,3,3,4,1,1,1,4,2,2,2,2,5,4,1,4,1,4,5,5,3,3,5,1,3,1,5,1,1,1,5,5,5,5,1,1,2,5,1,5,5,3,3,2,19,0
172,52,5,3,2,3,1,4,3,2,5,3,2,2,4,3,3,4,4,1,2,4,4,4,5,3,1,3,4,3,4,1,2,5,2,2,2,3,3,5,2,2,2,3,2,1,1,1,2,2,21,1
189,87,5,3,2,3,1,5,1,3,4,1,4,2,2,4,1,5,1,1,3,4,2,3,2,3,3,3,3,3,4,1,2,1,3,1,3,3,4,5,3,2,2,2,1,3,2,5,5,1,23,1
168,67,5,5,1,1,1,1,3,1,4,4,5,1,4,1,2,1,1,1,1,5,5,3,5,1,4,5,3,4,2,1,2,2,4,1,1,1,1,3,2,1,1,5,1,1,1,1,3,5,17,1
179,60,5,3,4,1,1,2,1,4,3,1,1,4,4,2,2,2,2,5,1,3,4,4,4,4,4,3,4,4,4,2,2,3,2,2,1,4,1,4,1,1,1,1,1,1,1,2,2,4,20,0
178,68,5,4,4,2,2,2,2,5,5,2,3,4,2,2,4,3,3,3,2,5,4,4,5,3,3,3,4,5,2,2,4,5,5,2,2,2,2,5,3,1,2,2,1,4,4,3,4,5,19,1
170,80,4,3,4,2,3,2,1,3,4,2,4,4,3,3,3,2,5,3,2,5,3,4,5,4,3,1,5,4,2,3,3,5,3,2,2,5,3,4,1,1,2,4,4,3,2,5,3,4,19,1
184,84,5,4,5,3,4,2,2,5,4,3,3,4,4,2,4,4,2,3,1,5,4,5,5,3,4,5,5,5,5,3,4,5,4,1,3,2,2,5,3,1,2,4,2,2,2,3,3,3,19,1
171,54,5,3,2,1,1,5,3,4,4,4,3,5,5,2,2,4,1,4,1,5,1,1,4,4,1,4,5,5,4,2,3,5,3,2,3,2,4,5,3,3,4,2,5,3,1,1,3,2,18,0
164,55,5,3,1,4,3,4,3,2,4,1,2,1,1,4,5,5,4,1,2,5,1,2,3,4,1,2,5,4,3,1,1,2,2,2,3,1,4,5,3,4,4,3,3,5,4,2,5,2,19,1
182,71,4,4,4,2,3,2,2,5,4,4,2,3,1,4,4,3,3,3,1,5,5,4,5,3,5,4,3,4,3,2,3,5,5,1,2,4,1,5,1,1,1,2,3,2,2,1,2,1,22,1
168,60,5,4,3,2,2,3,4,4,4,2,2,5,3,4,2,4,4,4,2,5,2,2,5,4,2,2,4,4,4,2,2,3,5,2,4,4,2,5,2,3,4,4,3,4,4,4,2,2,21,1
170,53,5,3,3,2,2,1,3,4,4,1,5,4,4,2,2,5,2,1,1,5,5,5,5,5,4,1,5,5,4,2,4,5,5,1,5,4,3,5,2,3,5,4,5,5,3,3,5,5,21,1
185,65,5,3,1,5,5,2,3,3,5,3,4,1,3,3,4,1,1,1,2,5,1,4,5,3,3,1,5,5,5,5,5,5,5,3,3,5,5,4,1,1,1,1,5,5,1,3,2,4,21,1
185,82,4,3,3,2,1,2,2,5,4,1,2,2,1,2,3,2,2,1,2,5,3,4,5,2,4,3,4,4,5,1,4,3,1,2,2,4,2,4,4,1,2,2,1,1,1,2,3,2,22,1
168,55,3,3,3,1,3,3,3,4,3,3,3,1,3,3,4,1,4,1,2,4,1,5,5,3,1,2,3,4,4,1,2,2,2,1,5,5,3,5,3,2,3,3,2,2,1,1,4,2,19,1
195,95,3,4,2,4,2,4,2,5,1,2,4,4,4,4,4,4,4,1,5,5,5,5,5,5,5,5,5,5,5,5,4,3,3,3,4,2,2,4,3,4,2,4,2,5,2,4,2,3,25,1
188,73,4,3,3,2,2,5,2,3,3,2,2,5,2,3,2,3,2,4,3,3,1,2,5,4,3,5,4,4,5,5,3,3,5,1,4,5,3,4,3,1,1,1,1,1,1,1,2,1,18,2
183,83,5,4,3,2,2,3,2,4,5,4,2,2,2,4,5,4,2,3,2,4,3,3,5,4,5,3,3,4,4,3,2,2,3,1,2,4,1,5,3,1,2,3,5,2,2,4,3,4,20,1
168,57,5,3,3,2,1,1,1,5,3,1,1,3,2,1,2,1,1,3,1,5,4,4,5,4,4,3,4,4,2,1,3,4,1,1,5,4,3,5,1,4,4,3,4,4,3,2,3,3,18,0
172,110,5,3,5,1,1,3,2,3,4,3,3,4,4,3,2,3,5,5,3,3,4,4,4,4,3,5,5,5,5,5,3,2,2,1,3,2,2,4,1,3,3,3,3,3,3,3,3,1,23,2
162,58,5,2,3,2,2,2,1,3,4,3,1,5,2,4,3,4,4,3,1,5,4,2,4,3,2,3,4,5,2,1,3,5,3,1,4,2,3,5,4,2,4,4,5,5,4,3,2,4,18,1
164,64,5,3,4,1,1,3,2,4,4,1,1,1,4,5,3,1,2,5,1,5,1,3,5,5,4,1,5,5,4,1,3,2,5,5,5,5,4,5,5,3,1,5,1,5,1,5,1,1,22,1
175,70,5,3,3,3,1,5,4,4,5,2,3,2,2,5,3,5,3,3,2,5,2,3,3,3,5,2,4,3,4,2,2,5,2,2,2,4,3,4,2,1,1,2,1,1,1,1,3,1,20,0
178,71,3,3,4,1,5,4,1,3,5,3,2,1,4,3,5,1,4,4,1,5,5,5,5,1,4,5,4,4,5,2,5,5,4,1,2,5,1,5,1,1,1,1,1,1,1,1,1,1,19,1
160,55,5,3,3,2,4,5,5,3,4,1,1,1,2,2,1,1,5,1,5,4,2,2,4,4,2,4,2,2,4,1,5,1,5,1,4,4,5,5,3,1,1,4,1,1,3,2,3,1,19,1
173,65,5,5,5,4,2,5,5,5,5,1,1,5,5,5,1,3,5,1,5,5,5,5,5,3,5,1,3,5,5,1,5,5,1,1,3,3,5,5,1,1,1,1,3,1,1,1,1,3,23,0
175,83,5,1,3,3,1,5,4,3,3,2,2,3,2,3,3,2,3,2,5,5,2,4,4,2,2,5,3,3,5,2,4,2,1,1,1,5,1,5,1,1,2,2,3,5,2,4,3,1,27,4
183,75,5,3,2,1,1,5,2,4,4,1,3,4,1,1,3,3,2,2,1,5,2,2,4,1,2,4,1,1,4,2,4,3,3,1,1,4,3,5,1,1,1,1,3,3,1,2,2,4,20,2
183,65,4,1,4,1,2,2,2,1,3,4,1,1,1,1,2,5,2,5,1,5,4,3,5,4,5,1,2,4,4,1,3,1,2,1,1,1,1,3,4,1,1,3,5,1,2,5,4,5,20,3
161,74,5,3,5,4,4,5,5,5,4,2,4,3,4,4,5,3,3,4,3,5,1,2,5,5,5,4,5,5,3,3,2,5,5,1,3,2,4,5,5,2,3,2,2,4,1,4,1,1,18,1
175,70,5,4,2,3,3,1,1,1,2,2,3,5,4,3,2,1,1,1,1,5,4,3,5,1,3,4,5,5,4,2,3,3,1,3,2,3,1,5,1,1,2,4,1,5,2,2,4,2,21,3
173,62,5,2,3,1,2,1,2,5,5,2,1,4,2,2,4,1,2,1,1,5,4,3,5,5,3,1,4,4,3,1,1,3,5,2,5,1,3,5,3,1,4,1,5,2,1,2,1,4,21,1
163,50,5,4,5,3,2,3,3,5,2,1,3,4,1,2,4,3,5,2,1,5,2,3,5,5,3,1,5,5,3,1,2,5,5,2,4,3,2,5,1,3,3,3,5,5,5,1,4,1,19,1
162,60,5,3,4,2,2,1,1,3,3,2,1,4,4,4,2,2,3,4,2,5,4,4,4,4,2,5,5,5,3,1,4,4,3,4,4,2,2,4,3,4,4,5,2,2,4,3,2,3,22,0
170,60,5,5,4,4,3,1,4,2,1,1,1,1,2,3,3,4,3,2,1,5,3,2,5,5,2,1,4,4,1,3,1,2,3,2,4,2,2,5,4,4,3,3,3,4,4,5,5,5,20,1
172,68,4,4,3,1,1,2,2,3,5,5,5,4,4,3,3,3,3,2,1,5,3,4,4,2,5,4,4,5,5,5,3,5,5,1,2,4,1,4,1,1,1,1,1,1,1,3,1,4,19,0
163,48,5,3,5,3,2,2,2,4,4,1,1,5,3,2,2,2,5,3,2,5,4,4,5,4,1,3,5,5,2,1,1,5,1,1,5,1,5,5,1,3,2,1,3,5,2,1,2,2,20,0
173,60,5,5,4,1,3,2,3,5,4,3,2,4,5,4,4,2,5,5,1,4,3,1,5,5,1,1,5,5,5,1,4,5,5,2,5,2,3,5,3,3,3,5,5,4,4,1,5,5,19,1
154,67,5,3,5,2,1,4,5,4,5,3,2,2,2,3,2,3,5,3,3,5,1,4,5,5,3,3,5,5,3,2,2,1,4,3,4,3,5,5,3,1,1,2,4,2,2,3,5,1,18,1
178,80,5,4,4,3,2,2,2,4,3,3,2,5,2,2,3,3,2,4,2,4,2,3,4,2,2,4,3,3,4,2,3,5,5,1,2,2,2,3,1,1,2,2,1,1,1,4,3,4,17,1
180,67,5,4,3,5,3,1,1,4,3,1,1,2,3,3,2,1,3,1,1,5,1,1,5,3,3,2,4,4,3,3,5,3,5,1,3,4,3,5,1,1,1,4,1,3,1,1,3,1,21,2
170,63,5,3,3,4,2,4,4,4,3,2,2,4,3,4,3,4,3,2,3,4,1,2,4,5,2,3,5,4,3,1,1,4,4,2,5,3,5,5,1,1,2,1,4,3,2,2,3,2,19,1
173,63,4,2,4,4,2,3,4,4,4,1,1,2,4,4,4,1,4,1,2,4,1,4,3,3,2,1,2,3,3,1,1,1,3,1,2,4,3,3,2,2,2,3,3,3,3,4,4,4,25,1
171,93,5,3,3,5,4,3,3,4,4,1,4,5,5,3,5,5,5,3,4,5,4,4,1,5,1,4,2,3,5,4,5,4,4,4,4,2,1,5,2,3,3,3,3,1,1,3,1,1,24,2
172,66,5,2,2,3,2,4,3,5,5,2,5,2,1,2,2,1,1,2,3,5,3,4,4,3,4,5,2,3,5,2,2,3,5,3,4,5,4,5,1,1,2,2,1,3,2,3,4,1,29,1
156,48,5,3,3,3,2,2,5,5,5,3,5,4,4,3,4,3,3,1,3,4,5,4,5,4,2,2,5,5,4,3,1,3,4,3,3,3,3,4,2,1,2,5,3,3,2,4,4,3,21,1
178,70,5,3,2,1,2,1,1,1,5,5,3,1,2,5,5,5,1,1,1,5,3,3,5,3,3,5,3,4,4,3,4,2,4,1,1,4,1,2,3,1,2,5,3,2,1,3,3,4,18,1
173,53,5,4,5,2,2,4,3,5,5,4,5,5,2,1,1,1,1,1,1,5,1,3,5,5,5,2,1,1,5,1,2,4,5,2,5,3,2,5,1,3,1,2,5,5,5,3,5,3,21,3
175,76,5,3,3,3,3,3,3,4,3,2,2,5,4,3,3,3,3,3,3,5,3,3,5,3,5,5,3,5,4,3,3,3,2,1,2,2,1,5,2,2,3,4,2,2,2,5,2,3,17,2
180,89,4,3,4,4,2,5,5,3,3,2,2,2,2,1,1,3,3,3,5,4,1,3,4,2,5,1,4,2,5,1,2,4,4,4,5,5,5,5,1,2,2,5,1,1,1,3,5,4,22,0
169,53,5,3,4,2,1,3,3,4,5,1,1,4,1,3,4,1,5,2,4,5,1,2,5,5,4,2,3,5,5,1,2,3,5,2,2,3,5,5,1,2,4,1,2,2,2,1,2,2,18,2
165,55,4,5,3,3,2,2,2,5,4,2,2,4,4,2,2,1,3,1,2,5,2,2,5,5,2,5,5,5,5,3,2,3,4,5,4,2,3,4,1,2,2,1,4,2,1,2,3,2,18,3
179,77,5,4,4,2,1,4,4,3,2,1,1,4,2,3,2,4,4,5,3,4,1,4,5,1,4,5,3,3,5,4,5,5,5,5,4,5,3,5,1,3,1,2,1,2,1,2,4,3,23,1
189,66,4,3,3,1,2,3,4,4,4,1,1,3,2,2,3,1,3,2,2,5,4,4,5,3,4,4,4,5,4,2,2,3,5,1,2,3,1,5,1,1,1,2,2,1,1,1,2,2,22,1
167,67,5,3,3,1,3,5,4,5,3,1,1,5,2,4,5,3,5,1,1,5,1,3,5,5,3,4,5,5,3,1,3,4,1,3,5,1,1,5,3,3,5,5,3,5,5,1,5,3,21,0
158,64,5,4,5,5,2,2,5,4,3,1,1,3,2,2,4,1,5,2,2,5,3,3,5,5,4,4,4,3,3,1,2,4,4,1,3,2,5,5,3,4,4,3,4,4,4,4,5,3,23,3
174,56,5,3,5,2,2,2,2,3,3,3,3,4,4,4,4,3,3,2,2,5,4,3,5,4,3,2,3,4,4,2,2,3,2,1,4,3,4,5,1,2,2,2,5,2,1,1,1,3,17,1
188,79,5,3,4,1,1,1,2,4,2,1,1,4,2,1,2,1,2,3,1,5,5,5,5,2,5,4,2,5,3,3,4,3,5,1,3,1,1,4,2,1,1,2,2,2,4,4,3,3,20,1
171,81,5,4,4,2,2,3,2,3,3,2,2,4,3,3,3,3,4,4,3,5,3,4,5,3,3,4,3,3,4,5,4,5,3,1,3,2,3,4,1,1,1,2,1,3,1,2,3,2,22,1
